exit_reason,exit_time,entry_credit,exit_credit,pnl,entry_time,entry_date,expiry,signal,short_offset,hedge_offset,option_type,lot_size
Intra-Bar Stop Loss,2023-01-25 11:15:00,4.95,9.16,-210.38,2023-01-25 11:00:00,2023-01-25,2023-01-25,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-02-10 09:15:00,58.55,20.49,1902.88,2023-02-09 12:00:00,2023-02-09,2023-02-23,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-02-16 09:15:00,34.4,12.04,1118.0,2023-02-14 13:00:00,2023-02-14,2023-02-23,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-02-22 14:15:00,24.3,8.5,789.75,2023-02-22 11:00:00,2023-02-22,2023-02-23,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-02-23 15:15:00,0.1,0.03,3.25,2023-02-23 15:00:00,2023-02-23,2023-02-23,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2023-03-08 09:15:00,39.5,73.08,-1678.75,2023-03-03 11:00:00,2023-03-03,2023-03-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2023-03-10 09:15:00,61.4,113.59,-2609.5,2023-03-09 15:00:00,2023-03-09,2023-03-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Trend Reversal,2023-03-22 11:15:00,62.05,54.9,357.5,2023-03-13 11:00:00,2023-03-13,2023-03-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Trend Reversal,2023-03-22 11:15:00,71.85,54.9,847.5,2023-03-14 10:00:00,2023-03-14,2023-03-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Trend Reversal,2023-03-22 11:15:00,63.4,54.9,425.0,2023-03-20 10:00:00,2023-03-20,2023-03-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2023-03-24 09:15:00,32.35,59.85,-1374.87,2023-03-23 12:00:00,2023-03-23,2023-03-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-03-27 09:15:00,45.55,15.94,1480.38,2023-03-24 14:00:00,2023-03-24,2023-03-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-03-28 14:15:00,35.15,12.3,1142.38,2023-03-27 15:00:00,2023-03-27,2023-03-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-03-28 14:15:00,32.05,11.22,1041.62,2023-03-28 10:00:00,2023-03-28,2023-03-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-04-17 09:15:00,36.95,12.93,1200.87,2023-03-31 12:00:00,2023-03-31,2023-04-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-04-17 09:15:00,39.75,13.91,1291.88,2023-04-03 14:00:00,2023-04-03,2023-04-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-04-17 09:15:00,41.55,14.54,1350.38,2023-04-05 14:00:00,2023-04-05,2023-04-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-04-17 09:15:00,38.55,13.49,1252.87,2023-04-06 12:00:00,2023-04-06,2023-04-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Trend Reversal,2023-05-08 10:15:00,66.4,61.15,262.5,2023-05-05 15:00:00,2023-05-05,2023-05-25,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-05-15 09:15:00,40.95,14.33,1330.88,2023-05-08 11:00:00,2023-05-08,2023-05-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-05-22 09:15:00,35.3,12.36,1147.25,2023-05-19 10:00:00,2023-05-19,2023-05-25,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-07-14 09:15:00,38.95,13.63,1265.88,2023-07-11 11:00:00,2023-07-11,2023-07-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-07-20 09:15:00,35.3,12.35,1147.25,2023-07-17 13:00:00,2023-07-17,2023-07-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-07-20 09:15:00,38.1,13.33,1238.25,2023-07-19 15:00:00,2023-07-19,2023-07-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2023-07-20 13:15:00,29.15,53.93,-1238.88,2023-07-20 11:00:00,2023-07-20,2023-07-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-07-24 09:15:00,43.15,15.1,1402.38,2023-07-21 10:00:00,2023-07-21,2023-07-27,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-07-25 14:15:00,38.95,13.63,1265.87,2023-07-24 15:00:00,2023-07-24,2023-07-27,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2023-07-27 13:15:00,6.1,11.29,-259.25,2023-07-27 13:00:00,2023-07-27,2023-07-27,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-08-03 09:15:00,70.25,24.59,2283.12,2023-08-02 12:00:00,2023-08-02,2023-08-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-08-11 09:15:00,41.55,14.54,1350.38,2023-08-07 10:00:00,2023-08-07,2023-08-31,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2023-08-14 09:15:00,64.9,120.06,-2758.25,2023-08-11 11:00:00,2023-08-11,2023-08-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Trend Reversal,2023-08-22 11:15:00,52.2,34.7,875.0,2023-08-17 11:00:00,2023-08-17,2023-08-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-09-20 09:15:00,39.55,13.84,1285.38,2023-09-12 11:00:00,2023-09-12,2023-09-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2023-09-22 10:15:00,58.7,58.7,0.0,2023-09-20 11:00:00,2023-09-20,2023-09-28,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-09-25 09:15:00,43.35,15.17,1408.87,2023-09-21 12:00:00,2023-09-21,2023-09-28,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-09-28 12:15:00,5.35,1.87,173.88,2023-09-28 11:00:00,2023-09-28,2023-09-28,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2023-10-03 09:15:00,41.0,75.85,-1742.5,2023-09-29 13:00:00,2023-09-29,2023-10-26,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Trend Reversal,2023-10-05 10:15:00,65.75,65.65,5.0,2023-10-04 12:00:00,2023-10-04,2023-10-26,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-10-23 09:15:00,38.45,13.46,1249.63,2023-10-20 10:00:00,2023-10-20,2023-10-26,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-10-25 13:15:00,25.7,8.99,835.25,2023-10-25 11:00:00,2023-10-25,2023-10-26,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2023-10-31 09:15:00,39.95,73.91,-1697.87,2023-10-27 13:00:00,2023-10-27,2023-11-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2023-10-31 09:15:00,39.95,73.91,-1697.87,2023-10-30 11:00:00,2023-10-30,2023-11-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2023-12-04 09:15:00,40.05,74.09,-1702.13,2023-12-01 11:00:00,2023-12-01,2023-12-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2023-12-06 09:15:00,38.5,71.23,-1636.25,2023-12-04 11:00:00,2023-12-04,2023-12-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-12-06 09:15:00,42.95,15.03,1395.87,2023-12-05 15:00:00,2023-12-05,2023-12-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-12-13 09:15:00,46.1,16.13,1498.25,2023-12-06 14:00:00,2023-12-06,2023-12-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Gap Stop Loss,2023-12-14 09:15:00,69.85,75.45,-280.0,2023-12-13 11:00:00,2023-12-13,2023-12-28,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2023-12-15 14:15:00,37.2,13.02,1209.0,2023-12-14 13:00:00,2023-12-14,2023-12-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-12-15 14:15:00,36.05,12.62,1171.63,2023-12-15 13:00:00,2023-12-15,2023-12-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2023-12-20 13:15:00,34.75,64.29,-1476.88,2023-12-19 12:00:00,2023-12-19,2023-12-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-12-27 13:15:00,23.1,8.09,750.75,2023-12-27 11:00:00,2023-12-27,2023-12-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2023-12-28 10:15:00,12.5,4.38,406.25,2023-12-28 10:00:00,2023-12-28,2023-12-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-01-02 09:15:00,46.05,16.12,1496.63,2024-01-01 13:00:00,2024-01-01,2024-01-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-01-09 09:15:00,71.35,24.97,2318.87,2024-01-03 10:00:00,2024-01-03,2024-01-25,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-01-09 09:15:00,72.0,25.2,2340.0,2024-01-08 15:00:00,2024-01-08,2024-01-25,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-01-09 14:15:00,44.25,15.49,1438.13,2024-01-09 12:00:00,2024-01-09,2024-01-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Trend Reversal,2024-01-12 10:15:00,69.8,67.3,125.0,2024-01-10 12:00:00,2024-01-10,2024-01-25,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Gap Target Hit,2024-01-17 09:15:00,47.55,12.95,1730.0,2024-01-12 12:00:00,2024-01-12,2024-01-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Gap Target Hit,2024-01-17 09:15:00,48.4,12.95,1772.5,2024-01-15 11:00:00,2024-01-15,2024-01-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Gap Target Hit,2024-01-17 09:15:00,47.75,12.95,1740.0,2024-01-16 10:00:00,2024-01-16,2024-01-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-01-18 09:15:00,55.0,101.75,-2337.5,2024-01-17 12:00:00,2024-01-17,2024-01-25,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-01-30 09:15:00,43.8,81.03,-1861.5,2024-01-29 11:00:00,2024-01-29,2024-02-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-02-08 09:15:00,50.9,17.82,1654.25,2024-02-07 10:00:00,2024-02-07,2024-02-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-02-13 09:15:00,70.85,24.8,2302.62,2024-02-12 12:00:00,2024-02-12,2024-02-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Trend Reversal,2024-02-21 14:15:00,47.0,47.75,-37.5,2024-02-16 12:00:00,2024-02-16,2024-02-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Trend Reversal,2024-02-21 14:15:00,45.3,47.75,-122.5,2024-02-19 12:00:00,2024-02-19,2024-02-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Gap Stop Loss,2024-02-29 09:15:00,30.7,33.1,-120.0,2024-02-28 12:00:00,2024-02-28,2024-02-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-03-02 11:15:00,53.15,98.33,-2258.88,2024-03-01 13:00:00,2024-03-01,2024-03-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-03-11 09:15:00,47.7,16.69,1550.25,2024-03-06 15:00:00,2024-03-06,2024-03-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-03-18 09:15:00,69.05,127.74,-2934.63,2024-03-15 11:00:00,2024-03-15,2024-03-28,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-03-20 09:15:00,65.55,22.94,2130.37,2024-03-19 11:00:00,2024-03-19,2024-03-28,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-03-26 09:15:00,25.85,47.82,-1098.63,2024-03-22 14:00:00,2024-03-22,2024-03-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-03-27 14:15:00,18.45,6.46,599.62,2024-03-27 11:00:00,2024-03-27,2024-03-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-04-04 10:15:00,43.75,80.94,-1859.38,2024-04-02 15:00:00,2024-04-02,2024-04-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-04-08 11:15:00,27.85,51.52,-1183.62,2024-04-08 11:00:00,2024-04-08,2024-04-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Trend Reversal,2024-04-12 12:15:00,38.95,37.8,57.5,2024-04-10 13:00:00,2024-04-10,2024-04-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-04-16 09:15:00,64.2,118.77,-2728.5,2024-04-15 14:00:00,2024-04-15,2024-04-25,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-04-22 15:15:00,42.2,14.77,1371.5,2024-04-22 11:00:00,2024-04-22,2024-04-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-04-24 14:15:00,31.15,10.9,1012.38,2024-04-23 10:00:00,2024-04-23,2024-04-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-04-30 09:15:00,68.85,24.1,2237.62,2024-04-29 11:00:00,2024-04-29,2024-05-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-05-03 14:15:00,78.15,27.35,2539.87,2024-05-03 13:00:00,2024-05-03,2024-05-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-05-08 09:15:00,76.4,26.74,2483.0,2024-05-07 11:00:00,2024-05-07,2024-05-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-05-09 09:15:00,78.05,27.32,2536.62,2024-05-08 10:00:00,2024-05-08,2024-05-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-05-13 13:15:00,76.0,26.6,2470.0,2024-05-09 14:00:00,2024-05-09,2024-05-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-05-15 09:15:00,47.4,87.69,-2014.5,2024-05-14 11:00:00,2024-05-14,2024-05-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-05-18 09:15:00,45.35,15.87,1473.88,2024-05-16 15:00:00,2024-05-16,2024-05-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-05-17 13:15:00,46.1,16.14,1498.25,2024-05-17 10:00:00,2024-05-17,2024-05-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-05-24 09:15:00,42.55,14.89,1382.88,2024-05-18 12:00:00,2024-05-18,2024-05-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-05-24 09:15:00,39.4,13.79,1280.5,2024-05-22 15:00:00,2024-05-22,2024-05-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-05-24 09:15:00,37.75,69.84,-1604.38,2024-05-23 13:00:00,2024-05-23,2024-05-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-05-24 14:15:00,38.55,13.49,1252.88,2024-05-24 12:00:00,2024-05-24,2024-05-30,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-05-29 09:15:00,47.6,16.66,1547.0,2024-05-28 15:00:00,2024-05-28,2024-05-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-05-30 13:15:00,9.9,3.46,321.75,2024-05-30 13:00:00,2024-05-30,2024-05-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-06-03 11:15:00,48.15,89.08,-2046.37,2024-06-03 11:00:00,2024-06-03,2024-06-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-06-10 09:15:00,55.3,102.31,-2350.25,2024-06-07 14:00:00,2024-06-07,2024-06-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-06-10 10:15:00,54.95,19.23,1785.87,2024-06-10 10:00:00,2024-06-10,2024-06-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Gap Stop Loss,2024-06-13 09:15:00,49.95,95.0,-2252.5,2024-06-12 10:00:00,2024-06-12,2024-06-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-06-19 14:15:00,48.05,16.82,1561.62,2024-06-14 10:00:00,2024-06-14,2024-06-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-06-25 15:15:00,37.0,12.95,1202.5,2024-06-25 13:00:00,2024-06-25,2024-06-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-06-26 10:15:00,33.6,11.76,1092.0,2024-06-26 10:00:00,2024-06-26,2024-06-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-07-03 09:15:00,47.35,16.57,1538.87,2024-07-01 13:00:00,2024-07-01,2024-07-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-07-10 10:15:00,48.0,88.8,-2040.0,2024-07-08 15:00:00,2024-07-08,2024-07-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-07-10 10:15:00,49.8,92.13,-2116.5,2024-07-09 11:00:00,2024-07-09,2024-07-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-07-19 09:15:00,55.45,19.41,1802.12,2024-07-15 13:00:00,2024-07-15,2024-07-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-07-19 09:15:00,54.65,19.13,1776.13,2024-07-16 10:00:00,2024-07-16,2024-07-25,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-07-30 09:15:00,70.55,24.69,2292.88,2024-07-26 14:00:00,2024-07-26,2024-08-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-08-02 09:15:00,49.1,90.84,-2086.75,2024-07-31 15:00:00,2024-07-31,2024-08-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-08-05 09:15:00,74.1,137.09,-3149.25,2024-08-02 15:00:00,2024-08-02,2024-08-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-08-06 14:15:00,76.7,26.84,2492.75,2024-08-06 14:00:00,2024-08-06,2024-08-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-08-08 10:15:00,72.25,25.29,2348.13,2024-08-08 10:00:00,2024-08-08,2024-08-29,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-08-12 14:15:00,48.2,16.87,1566.5,2024-08-12 11:00:00,2024-08-12,2024-08-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-08-20 09:15:00,42.95,79.46,-1825.37,2024-08-16 14:00:00,2024-08-16,2024-08-29,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-08-30 14:15:00,47.35,16.57,1538.87,2024-08-30 11:00:00,2024-08-30,2024-09-26,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-09-09 09:15:00,72.85,25.5,2367.62,2024-09-06 14:00:00,2024-09-06,2024-09-26,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-09-20 13:15:00,41.25,76.31,-1753.12,2024-09-20 11:00:00,2024-09-20,2024-09-26,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-09-24 09:15:00,39.65,13.88,1288.63,2024-09-23 10:00:00,2024-09-23,2024-09-26,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-09-24 14:15:00,33.2,11.62,1079.0,2024-09-24 10:00:00,2024-09-24,2024-09-26,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-09-26 12:15:00,16.95,31.36,-720.38,2024-09-26 12:00:00,2024-09-26,2024-09-26,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-10-01 09:15:00,63.6,22.26,2067.0,2024-09-27 10:00:00,2024-09-27,2024-10-31,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-10-01 09:15:00,82.1,28.74,2668.25,2024-09-30 13:00:00,2024-09-30,2024-10-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-10-04 09:15:00,78.6,145.41,-3340.5,2024-10-01 10:00:00,2024-10-01,2024-10-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-10-04 09:15:00,117.25,41.04,3810.63,2024-10-03 12:00:00,2024-10-03,2024-10-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-10-07 09:15:00,82.8,28.98,2691.0,2024-10-04 14:00:00,2024-10-04,2024-10-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-10-07 14:15:00,82.25,152.16,-3495.62,2024-10-07 13:00:00,2024-10-07,2024-10-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-10-15 09:15:00,38.1,70.49,-1619.25,2024-10-14 11:00:00,2024-10-14,2024-10-31,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Target Hit,2024-10-18 09:15:00,67.65,23.68,2198.62,2024-10-17 11:00:00,2024-10-17,2024-10-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-10-23 09:15:00,85.3,29.86,2772.25,2024-10-21 12:00:00,2024-10-21,2024-10-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-10-23 09:15:00,85.3,29.86,2772.25,2024-10-22 12:00:00,2024-10-22,2024-10-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-10-25 09:15:00,60.8,21.28,1976.0,2024-10-24 10:00:00,2024-10-24,2024-10-31,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Target Hit,2024-11-06 11:15:00,46.2,16.17,1501.5,2024-11-06 11:00:00,2024-11-06,2024-11-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-11-11 09:15:00,76.25,141.06,-3240.62,2024-11-08 10:00:00,2024-11-08,2024-11-28,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-11-14 09:15:00,66.7,123.39,-2834.75,2024-11-13 12:00:00,2024-11-13,2024-11-28,BEARISH_ENTRY,ATM+2,ATM+5,CALL,50
Intra-Bar Stop Loss,2024-11-19 14:15:00,42.75,79.09,-1816.88,2024-11-19 11:00:00,2024-11-19,2024-11-28,BULLISH_ENTRY,ATM-2,ATM-5,PUT,50
Intra-Bar Stop Loss,2024-11-28 12:15:00,25.4,46.99,-1619.25,2024-11-28 12:00:00,2024-11-28,2024-11-28,BEARISH_ENTRY,ATM+2,ATM+5,CALL,75
Intra-Bar Stop Loss,2024-12-05 09:15:00,37.5,69.38,-2390.62,2024-12-03 11:00:00,2024-12-03,2024-12-26,BULLISH_ENTRY,ATM-2,ATM-5,PUT,75
Intra-Bar Target Hit,2024-12-05 13:15:00,49.3,17.25,2403.37,2024-12-05 13:00:00,2024-12-05,2024-12-26,BULLISH_ENTRY,ATM-2,ATM-5,PUT,75
Intra-Bar Stop Loss,2024-12-16 09:15:00,40.75,75.39,-2597.81,2024-12-13 15:00:00,2024-12-13,2024-12-26,BULLISH_ENTRY,ATM-2,ATM-5,PUT,75
Intra-Bar Stop Loss,2024-12-19 09:15:00,60.5,111.93,-3856.88,2024-12-18 12:00:00,2024-12-18,2024-12-26,BEARISH_ENTRY,ATM+2,ATM+5,CALL,75
Gap Target Hit,2024-12-23 09:15:00,50.7,11.05,2973.75,2024-12-20 13:00:00,2024-12-20,2024-12-26,BEARISH_ENTRY,ATM+2,ATM+5,CALL,75
Intra-Bar Target Hit,2025-01-01 09:15:00,75.15,26.3,3663.56,2024-12-31 10:00:00,2024-12-31,2025-01-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,75
Intra-Bar Target Hit,2025-01-10 09:15:00,74.6,26.11,3636.75,2025-01-09 14:00:00,2025-01-09,2025-01-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,75
Gap Target Hit,2025-01-16 09:15:00,71.05,19.55,3862.5,2025-01-13 12:00:00,2025-01-13,2025-01-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,75
Gap Target Hit,2025-01-28 09:15:00,46.55,-2.05,3645.0,2025-01-27 14:00:00,2025-01-27,2025-01-30,BEARISH_ENTRY,ATM+2,ATM+5,CALL,75
Intra-Bar Target Hit,2025-01-31 11:15:00,53.8,18.83,2622.75,2025-01-31 11:00:00,2025-01-31,2025-02-27,BULLISH_ENTRY,ATM-2,ATM-5,PUT,75
Intra-Bar Target Hit,2025-02-04 09:15:00,75.65,26.48,3687.94,2025-02-03 10:00:00,2025-02-03,2025-02-27,BEARISH_ENTRY,ATM+2,ATM+5,CALL,75
